SessionID,ProfileName,IsOptimized,Timestamp,EventType,Payload
15,Baseline,False,0,ui_mode_change,"{""mode"": ""Static_HUD""}"
15,Baseline,False,0,ui_mode_change,"{""mode"": ""Static_HUD""}"
15,Baseline,False,0.3533333,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.75,0.94,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
15,Baseline,False,0.6218736,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.75,0.94,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
15,Baseline,False,0.8715938,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.75,0.94,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
15,Baseline,False,1.012068,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,1.386223,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.67,2.15,7.40"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
15,Baseline,False,1.386223,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,1.555295,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,1.609398,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.67,2.15,7.40"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
15,Baseline,False,1.666771,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,1.767901,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,1.823655,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.67,2.15,7.40"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
15,Baseline,False,1.879178,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,1.990426,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,2.032022,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.67,2.16,7.40"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
15,Baseline,False,2.102348,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,2.213723,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,2.241872,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.67,2.16,7.40"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
15,Baseline,False,2.324359,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,2.435486,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,2.450094,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.66,2.16,7.40"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
15,Baseline,False,2.548344,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,2.658315,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.66,2.16,7.40"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
15,Baseline,False,2.658315,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,2.769938,gaze_sample,"{""target"": ""room-large-variation""}"
15,Baseline,False,2.867267,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.66,2.16,7.40"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
