SessionID,ProfileName,IsOptimized,Timestamp,EventType,Payload,participant_id
5,Optimized ,True,13.76293,head_tracking,"{""input_type"": ""Controller"",""h"": ""32.08,1.32,6.77"",""l"": ""32.31,0.95,6.38"",""r"": ""32.15,0.81,6.36""}",5
5,Optimized ,True,13.81838,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,13.92981,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,13.97099,head_tracking,"{""input_type"": ""Controller"",""h"": ""32.34,1.28,6.43"",""l"": ""32.56,0.91,6.05"",""r"": ""32.40,0.77,6.02""}",5
5,Optimized ,True,14.0403,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,14.15167,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,14.17941,head_tracking,"{""input_type"": ""Controller"",""h"": ""32.34,1.28,6.44"",""l"": ""32.58,0.91,6.05"",""r"": ""32.40,0.77,6.02""}",5
5,Optimized ,True,14.26271,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,14.3738,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,14.38767,head_tracking,"{""input_type"": ""Controller"",""h"": ""32.58,1.29,6.15"",""l"": ""32.82,0.89,5.76"",""r"": ""32.65,0.77,5.72""}",5
5,Optimized ,True,14.48487,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,14.5962,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,14.5962,head_tracking,"{""input_type"": ""Controller"",""h"": ""32.94,1.29,5.77"",""l"": ""33.16,0.87,5.38"",""r"": ""33.00,0.77,5.34""}",5
5,Optimized ,True,14.70749,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,14.80483,head_tracking,"{""input_type"": ""Controller"",""h"": ""33.30,1.29,5.39"",""l"": ""33.50,0.88,5.01"",""r"": ""33.36,0.77,4.96""}",5
5,Optimized ,True,14.81934,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,14.92958,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,15.01326,head_tracking,"{""input_type"": ""Controller"",""h"": ""33.63,1.29,5.13"",""l"": ""33.86,0.90,4.75"",""r"": ""33.68,0.77,4.70""}",5
5,Optimized ,True,15.04102,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,15.15271,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,15.22175,head_tracking,"{""input_type"": ""Controller"",""h"": ""33.72,1.29,5.47"",""l"": ""33.96,0.90,5.09"",""r"": ""33.77,0.77,5.03""}",5
5,Optimized ,True,15.26349,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,15.37454,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,15.42968,head_tracking,"{""input_type"": ""Controller"",""h"": ""33.82,1.29,5.68"",""l"": ""34.07,0.90,5.29"",""r"": ""33.87,0.77,5.24""}",5
5,Optimized ,True,15.4853,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,15.59614,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,15.63793,head_tracking,"{""input_type"": ""Controller"",""h"": ""33.95,1.29,5.18"",""l"": ""34.17,0.90,4.79"",""r"": ""34.00,0.77,4.74""}",5
5,Optimized ,True,15.70735,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,15.81828,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,15.84582,head_tracking,"{""input_type"": ""Controller"",""h"": ""33.70,1.29,4.71"",""l"": ""33.94,0.89,4.32"",""r"": ""33.77,0.77,4.28""}",5
5,Optimized ,True,15.92913,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,16.04003,gaze_sample,"{""target"": ""Sci-fi platform-fbx""}",5
5,Optimized ,True,16.05435,head_tracking,"{""input_type"": ""Controller"",""h"": ""33.31,1.29,4.34"",""l"": ""33.56,0.89,3.96"",""r"": ""33.40,0.77,3.92""}",5
5,Optimized ,True,16.15129,gaze_sample,"{""target"": ""Sci-fi platform-fbx""}",5
5,Optimized ,True,16.26221,head_tracking,"{""input_type"": ""Controller"",""h"": ""32.92,1.29,4.06"",""l"": ""33.18,0.89,3.68"",""r"": ""33.02,0.77,3.64""}",5
5,Optimized ,True,16.26221,gaze_sample,"{""target"": ""Sci-fi platform-fbx""}",5
5,Optimized ,True,16.37392,gaze_sample,"{""target"": ""Sci-fi platform-fbx""}",5
5,Optimized ,True,16.47079,head_tracking,"{""input_type"": ""Controller"",""h"": ""33.23,1.29,3.92"",""l"": ""33.48,0.89,3.55"",""r"": ""33.33,0.77,3.51""}",5
5,Optimized ,True,16.48433,gaze_sample,"{""target"": ""Sci-fi platform-fbx""}",5
5,Optimized ,True,16.59549,gaze_sample,"{""target"": ""Sci-fi platform-fbx""}",5
5,Optimized ,True,16.68894,head_tracking,"{""input_type"": ""Controller"",""h"": ""33.75,1.29,3.75"",""l"": ""33.99,0.88,3.37"",""r"": ""33.84,0.77,3.33""}",5
5,Optimized ,True,16.70802,gaze_sample,"{""target"": ""Sci-fi platform-fbx""}",5
5,Optimized ,True,16.81711,gaze_sample,"{""target"": ""room-large-variation""}",5
5,Optimized ,True,16.90011,head_tracking,"{""input_type"": ""Controller"",""h"": ""34.13,1.29,3.44"",""l"": ""34.03,0.89,3.00"",""r"": ""33.89,0.77,3.08""}",5
