SessionID,ProfileName,IsOptimized,Timestamp,EventType,Payload
12,Baseline,False,0,ui_mode_change,"{""mode"": ""Static_HUD""}"
12,Baseline,False,0,ui_mode_change,"{""mode"": ""Static_HUD""}"
12,Baseline,False,0.2305766,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.75,0.94,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,0.4312449,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.75,0.94,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,0.6399029,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.75,0.94,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,0.8481125,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.75,0.94,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,1.264501,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.48,2.07,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,1.264501,gaze_sample,"{""target"": ""Cube""}"
12,Baseline,False,1.470955,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.48,2.07,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,1.470955,gaze_sample,"{""target"": ""Cube""}"
12,Baseline,False,1.5763,gaze_sample,"{""target"": ""Cube""}"
12,Baseline,False,1.691151,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.47,2.07,7.34"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,1.691151,gaze_sample,"{""target"": ""Cube""}"
12,Baseline,False,1.803046,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,1.913842,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.45,2.08,7.33"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,1.913842,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,2.025662,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,2.137672,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.44,2.10,7.34"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,2.137672,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,2.249532,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,2.359245,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.44,2.10,7.35"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,2.359245,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,2.47115,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,2.57073,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.44,2.11,7.35"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,2.584937,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,2.687289,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,2.782261,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.44,2.11,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,2.796302,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,2.908294,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,2.990935,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.44,2.11,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,3.019223,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,3.131048,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,3.200341,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.44,2.11,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,3.241567,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,3.352703,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,3.408436,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.44,2.11,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,3.464055,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,3.575499,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,3.61701,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.45,2.11,7.36"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,3.686742,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,3.797783,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,3.825687,head_tracking,"{""input_type"": ""HandTracking"",""h"": ""31.45,2.11,7.37"",""l"": ""0.00,0.00,0.00"",""r"": ""0.00,0.00,0.00""}"
12,Baseline,False,3.908808,gaze_sample,"{""target"": ""room-large-variation""}"
12,Baseline,False,4.020119,gaze_sample,"{""target"": ""room-large-variation""}"
