SessionID,ProfileName,IsOptimized,Timestamp,EventType,Payload
10,Optimized ,True,0,ui_mode_change,"{""mode"": ""Wrist_Diegetic""}"
10,Optimized ,True,0,ui_mode_change,"{""mode"": ""Wrist_Diegetic""}"
10,Optimized ,True,0.2351764,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.75,0.94,7.36"",""l"": ""31.75,0.94,7.36"",""r"": ""31.75,0.94,7.36""}"
10,Optimized ,True,0.4403343,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.75,0.94,7.36"",""l"": ""31.75,0.94,7.36"",""r"": ""31.75,0.94,7.36""}"
10,Optimized ,True,0.6488056,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.75,0.94,7.36"",""l"": ""31.75,0.94,7.36"",""r"": ""31.75,0.94,7.36""}"
10,Optimized ,True,0.8600869,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.75,0.94,7.36"",""l"": ""31.75,0.94,7.36"",""r"": ""31.75,0.94,7.36""}"
10,Optimized ,True,1.19342,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.71,2.07,7.55"",""l"": ""31.75,0.94,7.36"",""r"": ""31.75,0.94,7.36""}"
10,Optimized ,True,1.19342,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,1.297486,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,1.405421,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.71,2.07,7.55"",""l"": ""31.92,1.71,7.31"",""r"": ""31.81,1.76,7.25""}"
10,Optimized ,True,1.405421,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,1.517681,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,1.630233,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.71,2.07,7.55"",""l"": ""31.93,1.72,7.31"",""r"": ""31.81,1.76,7.25""}"
10,Optimized ,True,1.630233,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,1.739515,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,1.853753,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.71,2.07,7.55"",""l"": ""31.95,1.74,7.32"",""r"": ""31.81,1.76,7.24""}"
10,Optimized ,True,1.853753,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,1.961739,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,2.070337,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.71,2.06,7.55"",""l"": ""31.95,1.74,7.32"",""r"": ""31.80,1.75,7.24""}"
10,Optimized ,True,2.070337,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,2.184786,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,2.295253,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.71,2.06,7.55"",""l"": ""31.94,1.75,7.32"",""r"": ""31.80,1.75,7.24""}"
10,Optimized ,True,2.295253,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,2.401214,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,2.497861,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.71,2.05,7.55"",""l"": ""31.94,1.75,7.31"",""r"": ""31.80,1.75,7.24""}"
10,Optimized ,True,2.510659,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,2.612345,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,2.704814,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.71,2.06,7.55"",""l"": ""31.93,1.75,7.31"",""r"": ""31.81,1.75,7.24""}"
10,Optimized ,True,2.718384,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,2.830668,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,2.914157,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.71,2.06,7.55"",""l"": ""31.93,1.75,7.30"",""r"": ""31.81,1.75,7.24""}"
10,Optimized ,True,2.94197,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,3.053398,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,3.122948,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.70,2.06,7.55"",""l"": ""31.93,1.75,7.29"",""r"": ""31.81,1.75,7.24""}"
10,Optimized ,True,3.164843,gaze_sample,"{""target"": ""room-large-variation""}"
10,Optimized ,True,3.275891,gaze_sample,"{""target"": ""Sci-fi platform-fbx""}"
