SessionID,ProfileName,IsOptimized,Timestamp,EventType,Payload
8,Optimized ,True,0,ui_mode_change,"{""mode"": ""Wrist_Diegetic""}"
8,Optimized ,True,0,ui_mode_change,"{""mode"": ""Wrist_Diegetic""}"
8,Optimized ,True,0.2673447,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.75,0.94,7.36"",""l"": ""31.75,0.94,7.36"",""r"": ""31.75,0.94,7.36""}"
8,Optimized ,True,0.4674387,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.75,0.94,7.36"",""l"": ""31.75,0.94,7.36"",""r"": ""31.75,0.94,7.36""}"
8,Optimized ,True,0.6751591,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.75,0.94,7.36"",""l"": ""31.75,0.94,7.36"",""r"": ""31.75,0.94,7.36""}"
8,Optimized ,True,0.8905127,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.75,0.94,7.36"",""l"": ""31.75,0.94,7.36"",""r"": ""31.75,0.94,7.36""}"
8,Optimized ,True,1.223846,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.70,2.08,7.39"",""l"": ""31.75,0.94,7.36"",""r"": ""31.75,0.94,7.36""}"
8,Optimized ,True,1.223846,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,1.345188,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,1.427201,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.70,2.08,7.39"",""l"": ""31.95,1.87,7.13"",""r"": ""31.78,1.85,7.02""}"
8,Optimized ,True,1.454579,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,1.565977,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,1.63541,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.69,2.08,7.39"",""l"": ""31.95,1.87,7.13"",""r"": ""31.78,1.85,7.02""}"
8,Optimized ,True,1.677543,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,1.788413,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,1.843919,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.70,2.08,7.39"",""l"": ""31.95,1.87,7.13"",""r"": ""31.78,1.85,7.02""}"
8,Optimized ,True,1.899553,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,2.010805,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,2.052579,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.70,2.08,7.39"",""l"": ""31.95,1.87,7.13"",""r"": ""31.78,1.85,7.02""}"
8,Optimized ,True,2.12215,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,2.233631,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,2.261271,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.70,2.08,7.39"",""l"": ""31.95,1.87,7.13"",""r"": ""31.78,1.85,7.02""}"
8,Optimized ,True,2.344831,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,2.456215,gaze_sample,"{""target"": ""room-large-variation""}"
8,Optimized ,True,2.469989,head_tracking,"{""input_type"": ""Controller"",""h"": ""31.70,2.08,7.39"",""l"": ""31.95,1.86,7.13"",""r"": ""31.78,1.85,7.02""}"
